job_title,company,location,job_summary,salary,post_date,job_url
"Senior Marketing Content Designer (Remote, Americas)",Shopify,"New York, NY",,"Write new product and feature landing pages in collaboration with product managers, designers, researchers, and developers.",https://www.indeed.com//rc/clk?jk=516c9052365c2962&fccid=d5a5824be27ba831&vjs=3,19 days ago
UX Designer,LEWIS,"New York, NY",,"The agency, its people and client campaigns have won many prestigious awards, including Cannes Lions, Digital Impact, Holmes Report, ICCO, PRCA and European…",https://www.indeed.com//rc/clk?jk=ba72c9561e03b1d6&fccid=5e164cc4e98a613b&vjs=3,19 days ago
Lead UX Designer,Wiley,"Hoboken, NJ",,"5+ years of experience designing for consumer software systems.
Experien ce with content management systems, and content-managed design projects, as well as…",https://www.indeed.com//rc/clk?jk=3cfe54618074f6d4&fccid=bee6abba453010ff&vjs=3,2 days ago
"Educator, UX Designer",BrainStation,"New York, NY",,"BrainStation is a global leader in digital skills training and development, offering a 12-week Diploma program in User Experience Design.",https://www.indeed.com//rc/clk?jk=07746ee6f530f754&fccid=163ccc336a959b8b&vjs=3,30+ days ago
Senior Service Designer - Vice President,"JPMorgan Chase Bank, N.A.","New York, NY",,"DXD includes product designers, UX researchers, service designers, content strategists, creative technologists and DesignOps.",https://www.indeed.com//rc/clk?jk=cbc5007be3728299&fccid=aaf3b433897ea465&vjs=3,9 days ago
Product Designer,Zocdoc,"New York, NY",,"Passionate about working with a diverse group of co-workers, including designers, product managers, engineers, and executives.",https://www.indeed.com//rc/clk?jk=676be0816238e727&fccid=604e35e906d9ab07&vjs=3,9 days ago
CIB UX Architect,"JPMorgan Chase Bank, N.A.","New York, NY",,"As a User Experience Lead, you'll use client-centric design methods to conceptualize, model, and design innovative experiences.",https://www.indeed.com//rc/clk?jk=e6ab6101b460f773&fccid=aaf3b433897ea465&vjs=3,25 days ago
"Product Designer, UI / UX",Bombas,"New York, NY",,"The ideal candidate has 2-4 years of experience crafting and delivering functional, elegant, and delightful digital experiences using the combination of your…",https://www.indeed.com//rc/clk?jk=2013bdf4bb93ad5a&fccid=ac6d8a565ce03d21&vjs=3,30+ days ago
UX/UI Designer,FinTech Studios,"New York, NY",,"Experience with popular wireframe/mocking software, for example: Sketch, Balsamiq, Figma.
Experience with Illustrator/Photoshop, specifically relating to…",https://www.indeed.com//rc/clk?jk=34d1289dac31fa64&fccid=2bcfeab2ef9f767e&vjs=3,30+ days ago
Digital Designer,Cerberus Capital Management,"New York, NY",,"Our tenured teams have experience working collaboratively across asset classes, sectors, and geographies to seek strong risk-adjusted returns for our investors.",https://www.indeed.com//rc/clk?jk=ebe709655ddb1ad9&fccid=4fb0b2c432bee589&vjs=3,30+ days ago
Product Designer,The Farmer's Dog,"New York, NY",,"The focus of this role is creating user experience and visual design for existing feature improvements, customer feedback implementation, and new features.",https://www.indeed.com//rc/clk?jk=c36c1c04af5493a1&fccid=78cdb581926839cc&vjs=3,23 days ago
Principal Product Designer,Major League Baseball,"New York, NY",,"Inspire, motivate, and lead through work collaborating with designers across experience levels.
We're looking for a principal product designer who will build…",https://www.indeed.com//rc/clk?jk=72533a4252dbee37&fccid=6262eae176df0db9&vjs=3,30+ days ago
Senior UX Designer,Barclays,"Whippany, NJ",,As a Barclays Senior User Experience (UX) Designer you will help define and drive the future of Barclays Compliance User Experience.,https://www.indeed.com//rc/clk?jk=d22c512a2ec9df14&fccid=057abf3fd357e717&vjs=3,30+ days ago
"Designer, Sr. UX",The Vitamin Shoppe,"Secaucus, NJ",,"5-7 years of professional experience as an interaction designer, user experience designer, or similar role.
Ability to collaborate, earn trust, and be excited…",https://www.indeed.com//rc/clk?jk=5ec0578d941d6c16&fccid=23f73aafc419ce9f&vjs=3,30+ days ago
?What If! Innovation - Visual Designer,Accenture,"New York, NY",,"Collaborate with designers and Inventors to create audacious, impactful deliverables.
Ecosystems through iterative cycles that drive business value and create…",https://www.indeed.com//rc/clk?jk=d756556b7d3f611e&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago
UI/UX Designer,Rapidosoft Technologies,"Jackson Heights, NY",,"Required Skill: Designing UI for Mobile domain (iPhone/Android /Blackberry/Java EE).
Qualification: Degree in Fine Arts or Any relevant degree.",https://www.indeed.com//rc/clk?jk=8954eb5109b173b9&fccid=774e9a1f46a7b32c&vjs=3,30+ days ago
UX Design Manager,Google,"New York, NY",,"12 years of experience in UX Design.
3 years of experience managing or leading design teams.
Portfolio of UX-focused work samples for web and mobile…",https://www.indeed.com//rc/clk?jk=8f2497088a4ea03f&fccid=a5b4499d9e91a5c6&vjs=3,30+ days ago
Product Designer,Alliance Data,"New York, NY",,"Create exemplary prototypes and experiences, both alone and with other designers and key stakeholders, while balancing user needs, constraints of technology,…",https://www.indeed.com//rc/clk?jk=b73e793d4c6104ff&fccid=9edcedb2997876d2&vjs=3,30+ days ago
Sr. UX Designer,FlightSafety International,"Moonachie, NJ",,"The position plays a key role creating designs for technology products, and ensuring a quality implementation.
Develop clickable demos and prototypes.",https://www.indeed.com//rc/clk?jk=921d0c5c1d5207df&fccid=2fff55fe7953fcc8&vjs=3,4 days ago
Digital Production Designer,MW Partners,"New York, NY",$28 - $32 an hour,"2+ year of proven experience as a digital production designer or similar.
Elements. You will evaluate these assets for their overall quality, technical…",https://www.indeed.com//company/Techera/jobs/Digital-Production-Designer-d75c0bfde85d5e83?fccid=e9bb81f07e512b83&vjs=3,9 days ago
Product Designer/ UX Designer,Litera,"New York, NY",,This is a key role within the company responsible for creating intuitive and innovative user experiences targeted toward the various personas of our law firm…,https://www.indeed.com//rc/clk?jk=7b9153f3bfd2a702&fccid=9f183bcbbcbaf0d6&vjs=3,30+ days ago
Product Designer,Function of Beauty,"New York, NY",,"The Product designer must be able to connect and combine various interactions, edge cases, and situations throughout a customer's journey.",https://www.indeed.com//rc/clk?jk=4cc23b78a3ea68ee&fccid=068406d6c4205250&vjs=3,20 days ago
Product Designer - Marquee Prime Services,Goldman Sachs,"New York, NY",,"The product designer will partner with product managers, developers and our sales and trading teams on key initiatives.",https://www.indeed.com//rc/clk?jk=b4b5dd2050ae4ce7&fccid=16a97ed26c75bf2d&vjs=3,30+ days ago
UX Product Designer,Dun & Bradstreet,"Short Hills, NJ",,"Communicating Design: Present and articulate design decisions and trade-offs to partners, clients, and other designers, both verbally and visually.",https://www.indeed.com//rc/clk?jk=1eee984e5cf2ef2e&fccid=fa0ca3b638673d62&vjs=3,30+ days ago
UI / UX Designer - NYC (Full Time),Capgemini,"New York, NY",,"Employee Type: Full Time with Benefits.
5 years of experience developing simulations based on business input requirements.
Expert of Adobe Photoshop Sketch.",https://www.indeed.com//rc/clk?jk=9aea6d02bb53c49b&fccid=105ecfd0283f415f&vjs=3,30+ days ago
Product Design Manager,Alloy,"New York, NY",,"3+ years of management experience leading and growing a team of product designers.
Alloy is a leading provider of digital identity management and supports…",https://www.indeed.com//rc/clk?jk=7bbcd57aef7968d1&fccid=17deafb845ac1078&vjs=3,3 days ago
Senior UX/UI Designer,Barstool Sports,"New York, NY",,"Experience working as a solo designer preferred.
At least 5+ years experience working as a UI/UX designer.
This role will own the user journey for the direct-to…",https://www.indeed.com//rc/clk?jk=6ff2d1410029ebc8&fccid=fd328fb1f491e9c4&vjs=3,2 days ago
"Product Designer, UI/UX",Heartbeat Health,"New York, NY",,"Ability to clearly articulate to non-designers on why certain design decisions were made.
We are looking for an exceptional, experienced designer with a…",https://www.indeed.com//rc/clk?jk=8cca86919d780e15&fccid=4182cc6fca27be37&vjs=3,30+ days ago
Services User Experience Architect,Salesforce,"New York, NY","$121,600 a year","Provide mentorship and guidance to other designers within the Experience Design group.
As part of Salesforce’s Customer Success Group (CSG), our designers…",https://www.indeed.com//rc/clk?jk=983470c847e1ac8f&fccid=4027cfd917e1ee29&vjs=3,30+ days ago
Product Designer,ShopShops,"New York, NY",,"ShopShops has VC funding from top investors, scaling revenue, a working product, and a head start in the US market mitigating much of the startup risk.",https://www.indeed.com//rc/clk?jk=b1f3c642704221ed&fccid=64c3c0786c252d50&vjs=3,30+ days ago
Brand Designer,Gainful Health,"New York, NY",,"As our brand designer, you will be reporting into our Design Director and working closely with our Brand Director, VP Growth and Retention, Senior Product…",https://www.indeed.com//rc/clk?jk=de1e398de1b85f38&fccid=2f1fb34a7e374710&vjs=3,30+ days ago
UX/ Product Designer,Perchwell,"New York, NY",,"5+ years of experience in UX/UI design.
Some experience in or familiarity with other product roles (Product management, etc.).",https://www.indeed.com//rc/clk?jk=5c4d033961dceb56&fccid=81fc31e144090fe3&vjs=3,19 days ago
Life Sciences Experience Designer,Accenture,"Florham Park, NJ",,"A thinker and a designer with a passion for digital.
As Experience Designer at Accenture Interactive you will be part of a talented team of creative artists…",https://www.indeed.com//rc/clk?jk=a93b3b6fa553947b&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago
Principal Experience Designer,JSR Tech Consulting,"Newark, NJ",,"You will help simplify, standardize, and automate across connected products and experiences.
You will be working a multidisciplinary agile team alongside…",https://www.indeed.com//rc/clk?jk=62f3f05617e3619e&fccid=6f31a081958fdb62&vjs=3,20 days ago
Senior Product Designer - GameChanger (Remote),DICK'S Sporting Goods,"New York, NY",,"You must be someone who is energized by the idea of achieving our ambitious goals with your teammates in product, engineering, and marketing.",https://www.indeed.com//rc/clk?jk=492198b287d3eb69&fccid=55a2bdb0a91b873d&vjs=3,30+ days ago
Senior Product Designer - GameChanger (Remote),DICK'S Sporting Goods,"New York, NY",,"You must be someone who is energized by the idea of achieving our ambitious goals with your teammates in product, engineering, and marketing.",https://www.indeed.com//rc/clk?jk=492198b287d3eb69&fccid=55a2bdb0a91b873d&vjs=3,30+ days ago
Services User Experience Architect,Salesforce,"New York, NY","$121,600 a year","Provide mentorship and guidance to other designers within the Experience Design group.
As part of Salesforce’s Customer Success Group (CSG), our designers…",https://www.indeed.com//rc/clk?jk=983470c847e1ac8f&fccid=4027cfd917e1ee29&vjs=3,30+ days ago
Senior UI/UX Designer,Konrad,"New York, NY",,"Mentor designers by providing clear design guidance and actionable suggestions.
As a Senior Experience Designer (UI/UX) you will play a key role in leading…",https://www.indeed.com//rc/clk?jk=448f83c73cca68da&fccid=0d0aa2b77d8a011b&vjs=3,30+ days ago
Senior UX Designer,EP + Co,"New York, NY",,"Work with visual designers to see that those experiences are executed effectively.
Read on, or share this with a friend.",https://www.indeed.com//rc/clk?jk=ff1f8ebef4176291&fccid=6a4b83676e8d7b99&vjs=3,9 days ago
Product Designer - Marquee Portfolio Analytics,Goldman Sachs,"New York, NY",,"We are looking for a product designer who enjoys translating complex user needs into intuitive, simple and impactful products.",https://www.indeed.com//rc/clk?jk=d6bb954e2d8c5a06&fccid=16a97ed26c75bf2d&vjs=3,30+ days ago
"Senior Designer, Paywall Lead",Conde Nast,"New York, NY",,"4+ years managing a team of multidisciplinary designers.
Lead a group of designers focused on the New Yorker, Vanity Fair, Wired and BA marketing initiatives on…",https://www.indeed.com//rc/clk?jk=b7ee611ee7ac1f52&fccid=7ca1385998532a85&vjs=3,30+ days ago
"Creative Designer, Brands Retail Media",Criteo,"New York, NY",,"This role involves dealing with clients, business teams and engineering teams and requires a candidate who is comfortable thinking of new and innovative ways to…",https://www.indeed.com//rc/clk?jk=517363667f3c07f4&fccid=d3ee4a7355a0fb60&vjs=3,30+ days ago
"Senior Product Designer, Ad Experience",The New York Times,"New York, NY",,"This new role, which reports into the Product Design function, joins a multidisciplinary team within the Advertising Mission dedicated to the quality of our…",https://www.indeed.com//rc/clk?jk=6314eb5ec191cb17&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Product Designer,US Mobile,"New York, NY",,"Not only will you be responsible for the overall strategy and implementation of service design, but also you’ll optimize the entire experience, You’re truly at…",https://www.indeed.com//rc/clk?jk=f7620ae4605cfece&fccid=97c9de3a4a641c87&vjs=3,30+ days ago
Senior Web Designer,Zero Studios,"New York, NY",,"You also have the ability to develop effective visual communication to fit a variety of personas and brands.
Collaborate with the team to develop presentations…",https://www.indeed.com//rc/clk?jk=775fb65bb59c0b33&fccid=9241c8fb3ed9952c&vjs=3,30+ days ago
"Digital Product Designer, Growth Experiences",General Electric,"New York, NY",,The ideal candidate will have a passion for consumer friendly experiences with a deep understanding of how to design intuitive user interactions.,https://www.indeed.com//rc/clk?jk=6a8e955f24f230ee&fccid=c5c99ec01e2125aa&vjs=3,20 days ago
"Asset and Wealth Management, Marketing, Senior Designer, Associate","JPMorgan Chase Bank, N.A.","New York, NY",,"Morgan himself - and on delivering the best risk-adjusted returns for each client.
Morgan, building off the momentum amassed by consistently high performance in…",https://www.indeed.com//rc/clk?jk=471e024035cec72a&fccid=aaf3b433897ea465&vjs=3,7 days ago
UX + Digital Designer,International Rescue Committee,"New York, NY",,"The Content and Creative team, a part of M&M, consists of award-winning creative specialists and idea partners, developing powerful communications and…",https://www.indeed.com//rc/clk?jk=c60f9de4be02690b&fccid=78143039abd7ee91&vjs=3,30+ days ago
Product Designer - Advertiser Growth and Tooling (Remote Eligible - Americas),Spotify,"New York, NY",,"A product designer who takes pride in designing for Growth.
At least 4+ years of experience designing at consumer or B2B -focused tech or media companies;…",https://www.indeed.com//rc/clk?jk=8d0d70f19217f549&fccid=fe404d18bb9eef1e&vjs=3,30+ days ago
Product Design Director,Major League Baseball,"New York, NY",,"5+ years of experience in attracting, managing, and growing high-performing designers.
Manage a team of product designers working on MLB's app experience across…",https://www.indeed.com//rc/clk?jk=632de07b74feb278&fccid=6262eae176df0db9&vjs=3,18 days ago
Senior UX/UI Designer,Barstool Sports,"New York, NY",,"Experience working as a solo designer preferred.
At least 5+ years experience working as a UI/UX designer.
This role will own the user journey for the direct-to…",https://www.indeed.com//rc/clk?jk=6ff2d1410029ebc8&fccid=fd328fb1f491e9c4&vjs=3,2 days ago
"Product Designer, UI/UX",Heartbeat Health,"New York, NY",,"Ability to clearly articulate to non-designers on why certain design decisions were made.
We are looking for an exceptional, experienced designer with a…",https://www.indeed.com//rc/clk?jk=8cca86919d780e15&fccid=4182cc6fca27be37&vjs=3,30+ days ago
Services User Experience Architect,Salesforce,"New York, NY","$121,600 a year","Provide mentorship and guidance to other designers within the Experience Design group.
As part of Salesforce’s Customer Success Group (CSG), our designers…",https://www.indeed.com//rc/clk?jk=983470c847e1ac8f&fccid=4027cfd917e1ee29&vjs=3,30+ days ago
Product Designer,ShopShops,"New York, NY",,"ShopShops has VC funding from top investors, scaling revenue, a working product, and a head start in the US market mitigating much of the startup risk.",https://www.indeed.com//rc/clk?jk=b1f3c642704221ed&fccid=64c3c0786c252d50&vjs=3,30+ days ago
Brand Designer,Gainful Health,"New York, NY",,"As our brand designer, you will be reporting into our Design Director and working closely with our Brand Director, VP Growth and Retention, Senior Product…",https://www.indeed.com//rc/clk?jk=de1e398de1b85f38&fccid=2f1fb34a7e374710&vjs=3,30+ days ago
UX/ Product Designer,Perchwell,"New York, NY",,"5+ years of experience in UX/UI design.
Some experience in or familiarity with other product roles (Product management, etc.).",https://www.indeed.com//rc/clk?jk=5c4d033961dceb56&fccid=81fc31e144090fe3&vjs=3,19 days ago
Life Sciences Experience Designer,Accenture,"Florham Park, NJ",,"A thinker and a designer with a passion for digital.
As Experience Designer at Accenture Interactive you will be part of a talented team of creative artists…",https://www.indeed.com//rc/clk?jk=a93b3b6fa553947b&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago
Principal Experience Designer,JSR Tech Consulting,"Newark, NJ",,"You will help simplify, standardize, and automate across connected products and experiences.
You will be working a multidisciplinary agile team alongside…",https://www.indeed.com//rc/clk?jk=62f3f05617e3619e&fccid=6f31a081958fdb62&vjs=3,20 days ago
Senior Product Designer - GameChanger (Remote),DICK'S Sporting Goods,"New York, NY",,"You must be someone who is energized by the idea of achieving our ambitious goals with your teammates in product, engineering, and marketing.",https://www.indeed.com//rc/clk?jk=492198b287d3eb69&fccid=55a2bdb0a91b873d&vjs=3,30+ days ago
Product Designer - UX,ION,"New York, NY",,"You will work in a customer-facing environment solving complex challenges.
You will be responsible for every aspect of a system's user experience - the overall…",https://www.indeed.com//rc/clk?jk=634186516632f9f4&fccid=363d27976f5fa667&vjs=3,30+ days ago
"Senior Designer, Paywall Lead",Conde Nast,"New York, NY",,"4+ years managing a team of multidisciplinary designers.
Lead a group of designers focused on the New Yorker, Vanity Fair, Wired and BA marketing initiatives on…",https://www.indeed.com//rc/clk?jk=b7ee611ee7ac1f52&fccid=7ca1385998532a85&vjs=3,30+ days ago
Senior Product Designer (NYC),Kaia Health Software GmbH,"New York, NY",,"Our programs are based on multimodal rehabilitation, a holistic approach to managing chronic conditions.
As a Designer at Kaia, your main responsibility is to…",https://www.indeed.com//rc/clk?jk=842ef22d1dd182f6&fccid=3f0be999e3b59992&vjs=3,30+ days ago
Senior UX Designer,EP + Co,"New York, NY",,"Work with visual designers to see that those experiences are executed effectively.
Read on, or share this with a friend.",https://www.indeed.com//rc/clk?jk=ff1f8ebef4176291&fccid=6a4b83676e8d7b99&vjs=3,9 days ago
Product Designer - REMOTE,Backstop Solutions Group LLC,"New York, NY",,"We empower our clients by designing improved process workflows and collaboration, data entry, data visualization and reporting.",https://www.indeed.com//rc/clk?jk=ff047e2995f3f877&fccid=1d366b4f739d2933&vjs=3,28 days ago
Senior UI/UX Designer,Konrad,"New York, NY",,"Mentor designers by providing clear design guidance and actionable suggestions.
As a Senior Experience Designer (UI/UX) you will play a key role in leading…",https://www.indeed.com//rc/clk?jk=448f83c73cca68da&fccid=0d0aa2b77d8a011b&vjs=3,30+ days ago
Senior UI/UX Designer,Konrad,"New York, NY",,"Mentor designers by providing clear design guidance and actionable suggestions.
As a Senior Experience Designer (UI/UX) you will play a key role in leading…",https://www.indeed.com//rc/clk?jk=448f83c73cca68da&fccid=0d0aa2b77d8a011b&vjs=3,30+ days ago
Product Designer,RocketAir,"New York, NY",,"This role will work closely with our Creative Director, Brian Hoff, and Product Design Manager to deliver designs that dazzle our clients.",https://www.indeed.com//rc/clk?jk=09685f9dca5f2cec&fccid=ae93c816a3db7245&vjs=3,30+ days ago
Senior Product Designer,Fern,"New York, NY",,"Build next-generation patient experiences and product capabilities, expand into new markets, and create meaningful ways for Fern members to interact with our…",https://www.indeed.com//rc/clk?jk=93fbe781e765277e&fccid=b941067378d4d8e8&vjs=3,9 days ago
Product Designer,US Mobile,"New York, NY",,"Not only will you be responsible for the overall strategy and implementation of service design, but also you’ll optimize the entire experience, You’re truly at…",https://www.indeed.com//rc/clk?jk=f7620ae4605cfece&fccid=97c9de3a4a641c87&vjs=3,30+ days ago
Product Designer - Marquee Portfolio Analytics,Goldman Sachs,"New York, NY",,"We are looking for a product designer who enjoys translating complex user needs into intuitive, simple and impactful products.",https://www.indeed.com//rc/clk?jk=d6bb954e2d8c5a06&fccid=16a97ed26c75bf2d&vjs=3,30+ days ago
Product Designer,Rhino New York,"New York, NY",,"Collaborate with product managers, product designers, engineers, and cross-functional stakeholders to create thoughtful elegant solutions to complex problems…",https://www.indeed.com//rc/clk?jk=89117e595e927200&fccid=74869e36bf8410c1&vjs=3,30+ days ago
"Senior Product Designer, Ad Experience",The New York Times,"New York, NY",,"This new role, which reports into the Product Design function, joins a multidisciplinary team within the Advertising Mission dedicated to the quality of our…",https://www.indeed.com//rc/clk?jk=6314eb5ec191cb17&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
"Creative Designer, Brands Retail Media",Criteo,"New York, NY",,"This role involves dealing with clients, business teams and engineering teams and requires a candidate who is comfortable thinking of new and innovative ways to…",https://www.indeed.com//rc/clk?jk=517363667f3c07f4&fccid=d3ee4a7355a0fb60&vjs=3,30+ days ago
Senior Web Designer,Zero Studios,"New York, NY",,"You also have the ability to develop effective visual communication to fit a variety of personas and brands.
Collaborate with the team to develop presentations…",https://www.indeed.com//rc/clk?jk=775fb65bb59c0b33&fccid=9241c8fb3ed9952c&vjs=3,30+ days ago
UX + Digital Designer,International Rescue Committee,"New York, NY",,"The Content and Creative team, a part of M&M, consists of award-winning creative specialists and idea partners, developing powerful communications and…",https://www.indeed.com//rc/clk?jk=c60f9de4be02690b&fccid=78143039abd7ee91&vjs=3,30+ days ago
"Digital Product Designer, Growth Experiences",General Electric,"New York, NY",,The ideal candidate will have a passion for consumer friendly experiences with a deep understanding of how to design intuitive user interactions.,https://www.indeed.com//rc/clk?jk=6a8e955f24f230ee&fccid=c5c99ec01e2125aa&vjs=3,20 days ago
"Asset and Wealth Management, Marketing, Senior Designer, Associate","JPMorgan Chase Bank, N.A.","New York, NY",,"Morgan himself - and on delivering the best risk-adjusted returns for each client.
Morgan, building off the momentum amassed by consistently high performance in…",https://www.indeed.com//rc/clk?jk=471e024035cec72a&fccid=aaf3b433897ea465&vjs=3,7 days ago
UX/UI Designer,Arootah LLC,"New York, NY",,"Arootah is seeking to hire a UX/UI designer, with a passion for building consumer minded products and with a proven ability to think from a consumer-first…",https://www.indeed.com//rc/clk?jk=eee34c69f73625a2&fccid=9fea953e49f047df&vjs=3,20 days ago
Contract Designer,Benefitfocus,"New York, NY",,We are seeking a contract designer to create engaging user experiences for a variety of existing and new products on all devices/form factors.,https://www.indeed.com//rc/clk?jk=4885163ff50e2124&fccid=ff72a9574709dc94&vjs=3,13 days ago
Marketing Designer,LeagueApps,"New York, NY",,"Beyond FundPlay, we advocate for accessibility and equity through PLAYS, a movement we helped launch and lead to mobilize the industry in spring 2020, and by…",https://www.indeed.com//rc/clk?jk=23364429d0d10644&fccid=95859149095eccf3&vjs=3,30+ days ago
"Sr Product Designer, Peacock Product Design, Viewing Experience",NBCUniversal,"New York, NY",,As part of the product team you’ll focus on user-centered design principles and a “don’t make me think” understanding of usability to concept and create UX/UI…,https://www.indeed.com//rc/clk?jk=bd12b04ef876c22b&fccid=35d653c09c2712b6&vjs=3,13 days ago
Brand Designer,Verb Energy,"New York, NY",,"The Brand Designer will design beautiful, ROI-driven creative that elevates the Verb brand and brings Verb's brand guidelines to life across customer touch…",https://www.indeed.com//rc/clk?jk=434e4977a6050a28&fccid=8d28d4cdd394e2b0&vjs=3,30+ days ago
UI/UX Product Designer,JOOR,"New York, NY",,"We have been recognized as a break-out technology start-up driving innovation in the fashion & retail industry.
You're a strategic thinker and problem solver.",https://www.indeed.com//rc/clk?jk=bb399248098b932c&fccid=74ca688e740bb21a&vjs=3,30+ days ago
"Product Designer, UI / UX",Bombas,"New York, NY",,"The ideal candidate has 2-4 years of experience crafting and delivering functional, elegant, and delightful digital experiences using the combination of your…",https://www.indeed.com//rc/clk?jk=2013bdf4bb93ad5a&fccid=ac6d8a565ce03d21&vjs=3,30+ days ago
Lead Product Designer,TheLadders,"New York, NY",,"You should be comfortable with user research, visual UI design, and designing complex UX flows.
Own the end-to-end product design process for our responsive web…",https://www.indeed.com//rc/clk?jk=f2b8916decdc9321&fccid=c7e81c6e4fa86277&vjs=3,19 days ago
Senior UX Designer,AKQA,"New York, NY",,"At AKQA, Senior User Experience Designers apply micro/macro, user-centric and requirements-driven thinking to collaborate with multi-disciplinary teams daily.",https://www.indeed.com//rc/clk?jk=9e86a739d8f70d3d&fccid=f3433a507ce87736&vjs=3,30+ days ago
Senior UX Designer,Rho Business Banking,"New York, NY",,"Create UX mock ups, wireframes, and user journeys to establish clear guidelines for product designers.
You will be collaborating with a cross-disciplinary team …",https://www.indeed.com//rc/clk?jk=8649e23d75556a5a&fccid=fe9ef05d9cfcb6dd&vjs=3,16 days ago
Senior Designer/Project Director,Potion,"New York, NY",,"They demonstrate the highest level of independence, and are responsible for not only producing exemplary work for ~ 2 projects at a time, but also directly…",https://www.indeed.com//rc/clk?jk=86e8c24be3d86dcc&fccid=96ad2f1d3f093a93&vjs=3,18 days ago
Head of Product Design,Job Portal for HFHP,"New York, NY",,"This role reports to our SVP of Product in our NYC office.
Advocate for design and user experience by helping leaders across the business make evidence-based…",https://www.indeed.com//rc/clk?jk=19f8b160167f0794&fccid=5bc8e4b74c0bb4d6&vjs=3,13 days ago
Senior Graphic Designer,American Management Association Intl,"New York, NY",,"Organizations worldwide, including the majority of the Fortune 500, turn to AMA as their trusted partner in professional development and draw upon its…",https://www.indeed.com//rc/clk?jk=4865447e16ea8f5d&fccid=be5d37efc0f2261c&vjs=3,12 days ago
Senior Product Designer,Klarna,"New York, NY",,"As a designer, you will oversee the design vision and execution for one of the problem space teams and work closely with product managers, engineers, designers,…",https://www.indeed.com//rc/clk?jk=32e74db89639cf4d&fccid=e327fa7aabb6e920&vjs=3,5 days ago
User Experience Designer,Prudential,"Newark, NJ",,"Your role will be to analyze, plan, map, and create the most valuable and contextually accurate experiences that are simple, and intuitive for Prudential’s…",https://www.indeed.com//rc/clk?jk=80baae883feb740e&fccid=4144c0c6235e4037&vjs=3,19 days ago
Senior Product Designer - GameChanger (Remote),DICK'S Sporting Goods,"New York, NY",,"You must be someone who is energized by the idea of achieving our ambitious goals with your teammates in product, engineering, and marketing.",https://www.indeed.com//rc/clk?jk=492198b287d3eb69&fccid=55a2bdb0a91b873d&vjs=3,30+ days ago
Product Designer,Glassview Media,"New York, NY",,The world's leading brands and their agencies use GlassView Advertising Exchange (GvX) to drive engagement for their original brand content on premium websites.,https://www.indeed.com//rc/clk?jk=5ca4cc6883cbb037&fccid=d46e0b83498fa11f&vjs=3,30+ days ago
Digital Designer,DDB,"New York, NY",,"Become an integral part of the client 7-member agile team as a subject matter expert.
Collaborate with creative agency and specialty partners for core digital…",https://www.indeed.com//rc/clk?jk=029b222bb54cf25d&fccid=b4343e19b93251df&vjs=3,30+ days ago
Senior Designer,Work & Co,"Brooklyn, NY",,"Senior Designers who thrive at Work & Co see no boundary between form and function.
They are highly strategic, detail-oriented, and multi-skilled, bringing a…",https://www.indeed.com//rc/clk?jk=4c4b263254c763e4&fccid=2e84e7ee5c1947e5&vjs=3,30+ days ago
Experienced UX / UI Designer,TEC Systems Inc,"Long Island City, NY",,We are looking for proven designers with a combination of skills in both creative design and engineering that will help us continue to provide high-quality…,https://www.indeed.com//rc/clk?jk=b5c179106bff8c6d&fccid=f1b11a19d1b1c0ed&vjs=3,30+ days ago
"Advisor, User Experience Design",Macy’s,"New York, NY",,"We’re building a new type of customer-centric shopping experience at the intersection of content, commerce, and technology to help customers find and buy things…",https://www.indeed.com//rc/clk?jk=2bd0f50fdfd02ce6&fccid=6df24d87c9f05a07&vjs=3,30+ days ago
"Director of Product Design, Patient Care",Ro,"New York, NY",,"We are looking for a Director of Product Design to lead the vision, execution and optimization of delivering best-in-class care.",https://www.indeed.com//rc/clk?jk=3ade3be1cc0b5199&fccid=6595db4e00c1e70f&vjs=3,30+ days ago
"CCB Senior User Experience Design, Associate","JPMorgan Chase Bank, N.A.","New York, NY",,You'll be at the forefront of our efforts and be directly responsible for decisions that form our client and advisor experiences.,https://www.indeed.com//rc/clk?jk=42b8e7ed45ae8760&fccid=aaf3b433897ea465&vjs=3,2 days ago
UI/UX Product Designer,JOOR,"New York, NY",,"We have been recognized as a break-out technology start-up driving innovation in the fashion & retail industry.
You're a strategic thinker and problem solver.",https://www.indeed.com//rc/clk?jk=bb399248098b932c&fccid=74ca688e740bb21a&vjs=3,30+ days ago
Senior Product Designer,Albert,"New York, NY",,"The product designer will contribute across multiple areas of our brand, creating rich and engaging in-app experiences.
Health, vision and dental insurance.",https://www.indeed.com//rc/clk?jk=a03e9b490962c522&fccid=bc832c51931d303b&vjs=3,2 days ago
Product / UX Designer (Multiple Roles- Hypergrowth- Expanding our Team!),Bed Bath & Beyond,"Union, NJ",,"You’ll work with other designers, product managers and developers to deliver great products for our customers.
Rapidly iterate though design solutions.",https://www.indeed.com//rc/clk?jk=5b31a31027805a5a&fccid=c15e7ff826ab4ec1&vjs=3,30+ days ago
